,DAX,SP500,OIL,GOLD,USD_EUR,VOL_DAX,VOL_SP500,REALIZED_VOL_DAX,TASSO_3M_DE,YIELD_10Y_DE,CPI_DE,CORE_CPI_DE,INDPROD_DE,UNEMP_DE,TERM_SPREAD_DE
2014-02-17,9656.759765625,1838.6300048828125,108.7300033569336,1319.0,0.7299299836158752,45850100.0,3114750000.0,0.1546241088717546,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-18,9659.7802734375,1840.760009765625,108.7300033569336,1324.699951171875,0.7296900153160095,58827300.0,3421110000.0,0.1543902467158794,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-19,9660.0498046875,1828.75,110.47000122070312,1320.5999755859375,0.726639986038208,72892900.0,3661570000.0,0.15427179554108464,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-20,9618.849609375,1839.780029296875,110.30000305175781,1317.0999755859375,0.7283099889755249,88676900.0,3404980000.0,0.15487084267932189,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-21,9656.9501953125,1836.25,109.8499984741211,1323.9000244140625,0.7287999987602234,78587700.0,3403880000.0,0.15222079522372858,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-24,9708.9404296875,1847.6099853515625,110.63999938964844,1338.300048828125,0.7279099822044373,67953500.0,4014530000.0,0.12287284845060403,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-25,9699.349609375,1845.1199951171875,109.51000213623047,1343.0,0.7280099987983704,90676100.0,3515560000.0,0.12122673066127279,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-26,9661.73046875,1845.1600341796875,109.5199966430664,1328.199951171875,0.7274799942970276,87277200.0,3716730000.0,0.12163822980280711,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-27,9588.330078125,1854.2900390625,108.95999908447266,1331.5999755859375,0.7308899760246277,86422200.0,3547460000.0,0.12176304970302426,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-28,9692.080078125,1859.449951171875,109.06999969482422,1321.4000244140625,0.7295299768447876,83200800.0,3917450000.0,0.1259094082139207,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-03-03,9358.8896484375,1845.72998046875,111.19999694824219,1350.0999755859375,0.725849986076355,118040200.0,3428220000.0,0.17541090886121752,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-04,9589.150390625,1873.9100341796875,109.30000305175781,1337.800048828125,0.7279599905014038,95630200.0,3765770000.0,0.18748609726219234,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-05,9542.01953125,1873.81005859375,107.76000213623047,1340.199951171875,0.7277399897575378,73341700.0,3392990000.0,0.18671722029400986,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-06,9542.8701171875,1877.030029296875,108.0999984741211,1351.699951171875,0.7281100153923035,103682600.0,3360450000.0,0.1864599317473381,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-07,9350.75,1878.0400390625,109.0,1338.0999755859375,0.721340000629425,103246700.0,3564740000.0,0.19530728263844818,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-10,9265.5,1877.1700439453125,108.08000183105469,1341.4000244140625,0.7205299735069275,84875400.0,3021350000.0,0.1974030423411738,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-11,9307.7900390625,1867.6300048828125,108.55000305175781,1346.5,0.72052001953125,72300800.0,3392400000.0,0.19800331813124955,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-12,9188.6904296875,1868.199951171875,108.0199966430664,1370.300048828125,0.7215999960899353,107430600.0,3270860000.0,0.18851616682571817,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-13,9017.7900390625,1846.3399658203125,107.38999938964844,1372.199951171875,0.7191900014877319,113773100.0,3670990000.0,0.19520042705082113,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-14,9056.41015625,1841.1300048828125,108.56999969482422,1379.0,0.7212200164794922,141175500.0,3285460000.0,0.19436301015217294,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-17,9180.8896484375,1858.8299560546875,108.54000091552734,1372.9000244140625,0.71875,86964500.0,2860490000.0,0.2000164821577564,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-18,9242.5498046875,1872.25,106.79000091552734,1359.0,0.7180500030517578,99301200.0,2930190000.0,0.2024152152108445,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-19,9277.0498046875,1860.77001953125,105.8499984741211,1341.4000244140625,0.7178300023078918,89476800.0,3289210000.0,0.20325413855309973,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
